Alimento,Grupo,Porción,Gramos,precio100g,Precio,kcal_por_g,"Calcium, Ca",Retinol,Lycopene,MUFA 20:1,PUFA 20:5 n-3 (EPA),SFA 14:0,Total Sugars,"Carotene, beta",Total lipid (fat),Thiamin,"Vitamin B-12, added",PUFA 18:3,PUFA 18:2,"Phosphorus, P",Energy,Folic acid,Vitamin E (alpha-tocopherol),Vitamin B-6,Niacin,"Folate, DFE","Cryptoxanthin, beta","Fatty acids, total saturated",SFA 8:0,"Zinc, Zn","Magnesium, Mg","Folate, food",SFA 12:0,SFA 16:0,"Alcohol, ethyl","Fatty acids, total monounsaturated","Copper, Cu",PUFA 20:4,"Choline, total","Carbohydrate, by difference",Riboflavin,"Carotene, alpha",Vitamin K (phylloquinone),Cholesterol,Vitamin B-12,Caffeine,SFA 6:0,PUFA 22:6 n-3 (DHA),Protein,PUFA 18:4,"Fiber, total dietary",MUFA 16:1,"Fatty acids, total polyunsaturated",PUFA 22:5 n-3 (DPA),Lutein + zeaxanthin,Vitamin D (D2 + D3),"Potassium, K","Iron, Fe",SFA 10:0,Water,MUFA 22:1,"Selenium, Se","Vitamin A, RAE","Vitamin E, added","Folate, total","Sodium, Na","Vitamin C, total ascorbic acid",Theobromine,SFA 18:0,MUFA 18:1,SFA 4:0
"Cookie, animal",Galletas,1 cracker,5.0,1.3,0.07,89.2,43.0,0.0,0.0,0.0,0.0,0.067,23.3,0.0,13.8,0.35,0.0,0.096,1.776,114.0,446.0,89.0,0.12,0.022,3.47,165.0,0.0,3.463,0.0,0.64,18.0,14.0,0.0,1.797,0.0,7.666,0.157,0.0,12.0,74.1,0.326,0.0,5.9,0.0,0.05,0.0,0.0,0.0,6.9,0.0,1.1,0.003,1.873,0.0,2.0,0.0,100.0,2.75,0.0,3.9,0.0,7.0,0.0,0.0,103.0,335.0,0.0,0.0,1.591,7.663,0.0
"Cookie, animal, with frosting or icing",Galletas,1 animal cookie (include keebler iced; carousel frosted),5.0,1.3,0.06,101.8,6.0,0.0,0.0,0.0,0.0,2.528,41.1,0.0,24.1,0.28,0.0,0.239,4.261,5.0,509.0,50.0,0.93,0.014,1.7,94.0,0.0,16.2,0.708,0.24,7.0,9.0,8.232,1.373,0.0,2.4,0.052,0.0,3.5,70.09,0.15,0.0,6.0,0.0,0.0,0.0,0.059,0.0,3.0,0.0,0.9,0.0,4.5,0.0,6.0,0.0,96.0,1.57,0.603,2.0,0.0,11.3,0.0,0.0,59.0,257.0,0.0,0.0,2.647,2.4,0.013
"Cookie, butter or sugar",Galletas,1 miniature/bite size,30.0,1.3,0.41,15.466666666666667,35.0,7.0,0.0,0.035,0.0,0.146,27.31,1.0,19.55,0.232,0.0,0.282,3.449,99.0,464.0,34.0,3.07,0.068,2.942,95.0,1.0,7.666,0.009,0.43,13.0,38.0,0.059,5.903,0.0,6.971,0.079,0.01,10.8,67.34,0.236,0.0,8.6,12.0,0.19,0.0,0.0,0.001,5.35,0.0,1.3,0.032,3.746,0.0,38.0,0.0,87.0,2.24,0.015,6.29,0.001,8.2,7.0,0.0,72.0,385.0,0.1,0.0,1.398,6.896,0.0
Marie biscuit,Galletas,1 cookie,32.0,1.3,0.42,12.6875,0.0,1.0,0.0,0.0,0.0,1.035,21.16,0.0,10.58,0.541,0.0,0.118,1.552,193.0,406.0,98.0,0.45,0.074,3.861,186.0,0.0,5.291,0.207,0.61,28.0,20.0,2.948,0.651,0.0,2.694,0.101,0.0,27.0,70.54,0.493,0.0,3.8,0.0,0.19,0.0,0.013,0.0,7.05,0.0,3.5,0.012,1.67,0.0,12.0,0.0,307.0,0.0,0.233,9.79,0.0,23.9,1.0,0.0,118.0,370.0,0.0,0.0,0.199,2.681,0.003
"Cookie, butter or sugar, with fruit and/or nuts",Galletas,1 miniature/bite size,30.0,1.3,0.4,15.666666666666666,38.0,129.0,0.0,0.016,0.009,1.35,23.97,29.0,21.11,0.321,0.0,1.006,3.907,125.0,470.0,56.0,0.54,0.103,2.716,107.0,1.0,9.321,0.149,0.59,26.0,12.0,0.376,4.246,0.0,5.237,0.294,0.018,9.9,65.01,0.293,0.0,1.9,93.0,0.29,0.0,0.256,0.006,6.52,0.002,1.6,0.334,5.136,0.0,18.0,0.3,204.0,2.17,0.335,5.75,0.0,7.2,131.0,0.0,68.0,227.0,0.3,0.0,1.878,4.627,0.434
"Cookie, sugar wafer",Galletas,1 small,405.0,1.3,5.24,1.2395061728395063,27.0,0.0,0.0,0.048,0.0,0.378,42.95,0.0,23.24,0.037,0.0,0.092,2.553,72.0,502.0,75.0,2.5,0.043,2.183,129.0,0.0,11.899,0.052,0.43,16.0,1.0,0.532,9.027,0.0,7.697,0.066,0.002,1.2,70.64,0.12,0.0,2.1,0.0,0.0,9.0,0.004,0.0,3.84,0.0,1.6,0.031,2.651,0.0,25.0,0.0,117.0,3.73,0.048,1.66,0.001,3.7,0.0,0.0,77.0,103.0,0.0,77.0,1.698,7.609,0.006
"Cookie, toffee bar",Galletas,quantity not specified,244.0,1.3,3.18,2.0163934426229506,21.0,0.0,0.0,0.033,0.0,0.064,32.9,0.0,24.72,0.292,0.0,0.877,7.519,109.0,492.0,29.0,2.01,0.058,2.665,92.0,0.0,8.091,0.003,0.72,41.0,43.0,0.011,4.451,0.0,6.272,0.323,0.009,10.5,65.36,0.297,0.0,33.7,0.0,0.03,11.0,0.0,0.0,5.1,0.0,2.0,0.033,8.417,0.0,1.0,0.0,171.0,5.58,0.01,3.57,0.007,3.9,0.0,0.0,72.0,311.0,0.0,83.0,3.308,6.188,0.0
"Cookie, vanilla sandwich",Galletas,1 miniature/bite size,30.0,1.3,0.39,16.1,27.0,0.0,0.0,0.0,0.0,0.02,39.3,0.0,20.0,0.261,0.0,0.52,7.011,75.0,483.0,46.0,1.6,0.018,2.69,82.0,0.0,2.979,0.0,0.4,14.0,4.0,0.0,1.976,0.0,8.437,0.114,0.0,4.1,72.1,0.243,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,1.5,0.08,7.551,0.0,1.0,0.0,91.0,2.21,0.0,2.2,0.0,3.0,0.0,0.0,50.0,388.0,0.0,0.0,0.979,8.338,0.0
"Cookie, vanilla sandwich, extra filling",Galletas,1 miniature/bite size,30.0,1.3,0.4,16.566666666666666,16.0,0.0,0.0,0.034,0.0,0.021,46.0,0.0,24.52,0.115,0.0,0.053,2.418,69.0,497.0,34.0,1.89,0.0,1.937,69.0,0.0,5.454,0.0,0.78,36.0,12.0,0.0,2.774,0.0,16.076,0.337,0.0,3.3,68.2,0.12,0.0,6.2,0.0,0.02,6.0,0.0,0.0,4.33,0.0,2.7,0.0,2.471,0.0,3.0,0.0,137.0,7.8,0.0,1.65,0.0,8.1,0.0,0.0,46.0,351.0,0.0,190.0,2.436,16.042,0.0
"Cookie, vanilla sandwich, reduced fat",Galletas,1 miniature/bite size,30.0,1.3,0.38,14.1,42.0,0.0,0.0,0.004,0.0,0.021,37.5,0.0,10.42,0.402,0.0,0.026,1.092,60.0,423.0,78.0,1.31,0.025,3.006,148.0,0.0,3.175,0.0,0.37,12.0,15.0,0.005,1.64,0.0,5.602,0.077,0.0,1.2,78.16,0.27,0.0,2.6,0.0,0.01,0.0,0.0,0.0,4.17,0.0,2.1,0.007,1.118,0.0,40.0,0.0,104.0,2.25,0.0,6.25,0.0,17.6,0.0,0.0,93.0,354.0,0.0,0.0,1.404,5.592,0.0
"Cookie, butter or sugar, with chocolate icing or filling",Galletas,1 miniature/bite size,30.0,1.3,0.37,16.766666666666666,19.0,0.0,0.0,0.0,0.0,0.1,33.8,0.0,23.5,0.34,0.0,0.357,4.73,74.0,503.0,33.0,1.81,0.026,2.1,94.0,0.0,14.8,0.001,0.2,13.0,38.0,0.001,9.284,0.0,2.7,0.365,0.0,6.7,68.83,0.19,0.0,6.6,1.0,0.03,7.0,0.001,0.0,4.1,0.0,1.9,0.025,5.1,0.0,7.0,0.0,234.0,2.44,0.002,2.0,0.0,9.0,0.0,0.0,71.0,301.0,0.0,237.0,5.362,2.669,0.007
"Cookie, butter or sugar, with icing or filling other than chocolate",Galletas,1 miniature/bite size,30.0,1.3,0.38,14.433333333333334,21.0,145.0,0.0,0.016,0.006,0.925,45.92,64.0,14.93,0.2,0.0,0.325,2.095,59.0,433.0,37.0,1.65,0.229,1.712,67.0,1.0,6.9,0.102,0.22,7.0,3.0,0.266,3.12,0.0,4.76,0.11,0.012,4.8,72.7,0.192,0.0,8.3,63.0,0.21,0.0,0.174,0.004,3.38,0.001,0.4,0.229,2.445,0.0,12.0,0.5,67.0,1.21,0.231,7.99,0.0,4.8,151.0,0.0,41.0,204.0,0.0,0.0,1.55,4.378,0.294
"Cookie, tea, Japanese",Galletas,1 small,405.0,1.3,5.37,0.9333333333333333,12.0,1.0,0.0,0.001,0.0,0.012,45.42,0.0,2.7,0.182,0.0,0.024,0.438,35.0,378.0,56.0,0.03,0.013,1.84,105.0,0.0,0.669,0.0,0.17,7.0,10.0,0.0,0.378,0.0,1.345,0.06,0.003,6.0,84.0,0.13,0.0,1.1,2.0,0.01,0.0,0.0,0.001,4.2,0.0,1.6,0.008,0.466,0.0,3.0,0.0,41.0,1.44,0.0,8.0,0.0,2.9,1.0,0.0,66.0,31.0,0.0,0.0,0.276,1.337,0.0
"Cookie, vanilla wafer",Galletas,1 small or bite size,30.0,1.3,0.38,15.166666666666666,36.0,0.0,0.0,0.038,0.004,0.052,35.07,0.0,16.41,0.289,0.0,0.749,5.968,88.0,455.0,35.0,2.27,0.055,3.307,108.0,0.0,4.245,0.001,0.36,12.0,48.0,0.009,2.686,0.0,4.451,0.07,0.01,11.5,72.6,0.316,0.0,29.0,9.0,0.0,0.0,0.0,0.0,4.9,0.0,1.6,0.017,6.738,0.0,1.0,0.0,99.0,2.79,0.004,4.98,0.002,5.6,0.0,0.0,83.0,325.0,0.0,0.0,1.351,4.389,0.007
"Cookie, vanilla wafer, reduced fat",Galletas,quantity not specified,244.0,1.3,3.23,1.8073770491803278,48.0,8.0,0.0,0.003,0.008,0.06,37.5,1.0,15.2,0.275,0.0,0.231,3.625,104.0,441.0,51.0,0.23,0.073,3.106,96.0,1.0,3.838,0.0,0.36,14.0,9.0,0.0,2.244,0.0,6.544,0.1,0.017,27.6,73.6,0.32,0.0,6.0,51.0,0.13,0.0,0.0,0.005,5.0,0.002,1.9,0.031,3.887,0.0,41.0,0.0,97.0,2.38,0.0,5.1,0.0,11.3,8.0,0.0,60.0,388.0,0.0,0.0,1.543,6.508,0.0
"Cookie, vanilla with caramel, coconut, and chocolate coating",Galletas,1 small cookie,20.0,1.3,0.27,24.45,40.0,6.0,0.0,0.002,0.0,1.367,35.8,1.0,25.8,0.14,0.0,0.076,3.447,76.0,489.0,20.0,2.42,0.05,1.2,42.0,0.0,17.7,0.562,0.5,30.0,8.0,3.234,6.235,0.0,2.8,0.38,0.0,11.4,64.1,0.12,0.0,5.0,2.0,0.04,18.0,0.073,0.0,3.5,0.0,4.4,0.006,3.7,0.0,10.0,0.0,195.0,3.2,0.438,5.7,0.0,9.4,6.0,0.0,28.0,182.0,0.2,157.0,5.362,2.79,0.044
"Cookie, rugelach",Galletas,1 medium roll-up cookie,23.0,1.3,0.29,15.130434782608695,64.0,9.0,0.0,0.0,0.0,0.013,46.36,1.0,7.3,0.158,0.0,0.182,2.583,62.0,348.0,25.0,0.65,0.075,1.874,53.0,0.0,1.123,0.0,0.39,27.0,10.0,0.0,0.747,0.0,3.003,0.147,0.0,14.6,70.9,0.217,0.0,5.8,0.0,0.09,0.0,0.0,0.0,3.7,0.0,4.6,0.029,2.772,0.0,8.0,0.0,207.0,2.9,0.001,16.5,0.0,3.3,9.0,0.0,35.0,350.0,0.3,0.0,0.355,2.966,0.002
"Cookie, chocolate chip, reduced sugar",Galletas,1 miniature/bite size,30.0,1.3,0.4,15.0,46.0,1.0,0.0,0.0,0.0,0.032,39.81,0.0,16.8,0.373,0.0,0.346,4.677,109.0,450.0,48.0,1.06,0.018,2.843,87.0,0.0,4.183,0.0,0.47,21.0,6.0,0.008,2.263,0.0,6.73,0.218,0.0,6.7,73.4,0.188,0.0,4.0,0.0,0.0,8.0,0.0,0.0,3.9,0.0,1.6,0.063,5.035,0.0,3.0,0.0,199.0,3.5,0.0,5.1,0.0,2.6,1.0,0.0,54.0,244.0,0.0,61.0,1.832,6.655,0.0
"Cookie, oatmeal, reduced sugar",Galletas,1 miniature/bite size,30.0,1.3,0.39,14.966666666666667,54.0,0.0,2.0,0.0,0.0,0.019,31.65,3.0,18.0,0.46,0.0,0.464,6.303,122.0,449.0,39.0,1.52,0.026,3.236,74.0,18.0,2.693,0.0,0.49,17.0,7.0,0.001,1.798,0.0,7.55,0.151,0.0,12.0,69.9,0.211,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,2.9,0.071,6.784,0.0,49.0,0.0,175.0,4.07,0.0,6.5,0.0,4.4,1.0,0.0,46.0,273.0,0.3,0.0,0.867,7.462,0.0
"Cookie, sandwich, reduced sugar",Galletas,quantity not specified,244.0,1.3,3.29,1.889344262295082,98.0,1.0,0.0,0.0,0.0,0.025,19.73,0.0,22.1,0.524,0.0,0.544,7.375,200.0,461.0,52.0,1.64,0.033,3.971,98.0,0.0,3.992,0.0,0.58,26.0,10.0,0.181,2.392,0.0,9.207,0.22,0.0,9.8,68.0,0.292,0.0,5.4,0.0,0.04,4.0,0.0,0.0,4.5,0.0,4.1,0.084,7.919,0.0,3.0,0.0,295.0,4.72,0.0,4.2,0.0,3.7,1.0,0.0,62.0,342.0,0.0,96.0,1.393,9.123,0.001
"Cookie, sugar or plain, sugar free",Galletas,quantity not specified,244.0,1.3,3.07,2.1434426229508197,0.0,0.0,0.0,0.145,0.0,0.061,0.0,0.0,31.03,0.34,0.0,0.992,10.494,132.0,523.0,48.0,3.51,0.112,5.538,117.0,0.0,8.621,0.0,1.05,49.0,35.0,0.026,5.927,0.0,7.735,0.199,0.0,38.5,50.52,0.222,0.0,34.8,17.0,0.0,0.0,0.0,0.0,10.34,0.0,3.4,0.025,11.486,0.0,31.0,0.0,202.0,2.48,0.0,6.17,0.0,16.6,0.0,0.0,83.0,448.0,0.0,0.0,1.843,7.565,0.0
"Cookie, sugar wafer, sugar free",Galletas,1 small,405.0,1.3,5.37,1.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,28.57,0.24,0.0,0.743,10.005,40.0,531.0,38.0,3.08,0.009,1.8,69.0,0.0,4.257,0.0,0.2,7.0,4.0,0.0,2.815,0.0,12.137,0.038,0.0,1.2,66.26,0.15,0.0,2.6,0.0,0.0,0.0,0.0,0.0,3.57,0.0,14.3,0.115,10.748,0.0,31.0,0.0,57.0,1.29,0.0,0.7,0.0,6.3,0.0,0.0,42.0,71.0,0.0,0.0,1.413,12.022,0.0
"Cookie, peanut butter, sugar free",Galletas,1 small,405.0,1.3,5.44,1.291358024691358,0.0,0.0,0.0,0.145,0.0,0.061,0.0,0.0,31.03,0.34,0.0,0.992,10.494,132.0,523.0,48.0,3.51,0.112,5.538,117.0,0.0,8.621,0.0,1.05,49.0,35.0,0.026,5.927,0.0,7.735,0.199,0.0,38.5,50.52,0.222,0.0,34.8,17.0,0.0,0.0,0.0,0.0,10.34,0.0,3.4,0.025,11.486,0.0,31.0,0.0,202.0,2.48,0.0,6.17,0.0,16.6,0.0,0.0,83.0,448.0,0.0,0.0,1.843,7.565,0.0
"Cookie, gluten free",Galletas,1 mini or bite size cookie,5.0,1.3,0.07,94.8,19.0,0.0,0.0,0.029,0.002,0.155,49.0,0.0,17.89,0.05,0.0,0.056,1.746,70.0,474.0,0.0,2.31,0.0,0.39,0.0,0.0,7.905,0.003,0.66,40.0,0.0,0.03,6.65,0.0,6.142,0.261,0.004,19.6,76.03,0.076,0.0,25.6,0.0,0.0,6.0,0.0,0.0,2.19,0.0,2.5,0.025,1.807,0.0,3.0,0.0,157.0,2.81,0.001,2.84,0.0,0.0,0.0,0.0,0.0,275.0,0.0,188.0,0.95,6.082,0.0
"Cookies, Puerto Rican style",Galletas,quantity not specified,244.0,1.3,3.23,2.0737704918032787,12.0,0.0,0.0,0.223,0.0,0.29,23.31,0.0,23.2,0.436,0.0,0.235,2.498,63.0,506.0,56.0,0.17,0.034,3.518,104.0,0.0,8.82,0.0,0.44,16.0,9.0,0.045,5.387,0.0,10.095,0.092,0.0,16.8,67.94,0.236,0.0,0.2,21.0,0.0,0.0,0.0,0.0,6.32,0.0,1.6,0.601,2.734,0.0,9.0,0.6,79.0,3.27,0.022,1.54,0.0,9.3,0.0,0.0,65.0,271.0,0.0,0.0,3.011,9.226,0.0
"Fritter, plain",Pan,1 fritter,100.0,0.67,0.67,3.78,64.0,75.0,0.0,0.147,0.001,0.377,2.06,8.0,26.93,0.272,0.0,0.944,7.594,101.0,378.0,32.0,4.17,0.045,2.038,67.0,2.0,5.577,0.042,0.58,15.0,13.0,0.112,3.437,0.0,10.274,0.055,0.006,44.6,27.46,0.238,0.0,21.6,67.0,0.23,0.0,0.071,0.0,6.56,0.001,0.9,0.157,8.586,0.002,71.0,0.8,125.0,2.1,0.098,37.6,0.0,10.0,76.0,0.0,44.0,340.0,0.0,0.0,1.09,9.936,0.099
"Fritter, fruit",Pan,1 fritter,100.0,0.67,0.68,4.03,61.0,72.0,0.0,0.14,0.001,0.358,12.44,12.0,25.59,0.263,0.0,0.897,7.206,99.0,403.0,30.0,3.96,0.054,1.956,63.0,5.0,5.292,0.04,0.56,16.0,12.0,0.107,3.263,0.0,9.737,0.058,0.006,43.3,37.29,0.234,0.0,20.7,63.0,0.22,0.0,0.067,0.0,6.3,0.001,1.2,0.149,8.147,0.002,72.0,0.7,143.0,2.02,0.093,29.43,0.0,9.5,73.0,0.0,42.0,321.0,1.0,0.0,1.034,9.417,0.093
"Cream puff, eclair, custard or cream filled, NS as to icing",Pan,"1 eclair (5"" x 2"" x 1-3/4"")",102.0,0.67,0.71,2.7450980392156863,38.0,237.0,0.0,0.038,0.006,2.09,2.38,16.0,24.39,0.125,0.0,0.089,0.816,68.0,280.0,15.0,0.56,0.03,0.746,39.0,3.0,13.333,0.239,0.39,8.0,14.0,0.655,6.294,0.0,5.272,0.019,0.034,55.7,11.05,0.193,0.0,2.1,135.0,0.14,0.0,0.389,0.0,4.2,0.001,0.3,0.406,1.242,0.012,88.0,1.1,79.0,0.89,0.556,59.58,0.002,8.2,238.0,0.0,28.0,132.0,0.2,0.0,2.165,5.297,0.497
"Cream puff, eclair, custard or cream filled, not iced",Pan,"1 eclair (5"" x 2"" x 1-3/4"")",102.0,0.67,0.69,2.588235294117647,32.0,213.0,0.0,0.031,0.005,1.753,2.24,21.0,21.52,0.148,0.0,0.079,0.834,71.0,264.0,18.0,0.47,0.03,0.922,47.0,4.0,11.517,0.201,0.43,8.0,16.0,0.546,5.509,0.0,4.741,0.024,0.028,65.6,12.92,0.194,0.0,1.8,144.0,0.18,0.0,0.332,0.0,4.76,0.002,0.4,0.342,1.158,0.01,111.0,1.0,74.0,1.12,0.467,59.95,0.001,9.6,215.0,0.0,35.0,160.0,0.2,0.0,1.901,4.61,0.437
"Cream puff, eclair, custard or cream filled, iced",Pan,"1 eclair (5"" x 2"" x 1-3/4"")",102.0,0.67,0.65,3.2745098039215685,35.0,22.0,0.0,0.016,0.0,0.051,22.05,1.0,18.52,0.263,0.0,0.266,3.861,71.0,334.0,49.0,0.95,0.041,1.908,100.0,1.0,7.055,0.001,0.45,10.0,16.0,0.0,3.748,0.0,6.07,0.06,0.028,44.2,37.43,0.241,0.0,6.7,66.0,0.17,0.0,0.0,0.009,4.41,0.0,0.9,0.033,4.173,0.001,86.0,0.3,68.0,0.95,0.002,38.64,0.0,15.5,23.0,0.0,66.0,265.0,0.0,0.0,3.01,6.018,0.002
"Cream puff, eclair, custard or cream filled, iced, reduced fat",Pan,"1 eclair, frozen",78.0,0.67,0.55,3.1025641025641026,49.0,22.0,0.0,0.037,0.0,0.007,33.42,0.0,7.24,0.079,0.0,0.245,2.1,97.0,242.0,9.0,1.18,0.015,0.614,24.0,2.0,1.293,0.0,0.35,14.0,9.0,0.0,0.895,0.0,2.876,0.093,0.0,33.5,41.93,0.117,0.0,5.7,50.0,0.1,4.0,0.0,0.0,3.48,0.0,1.0,0.048,2.39,0.0,63.0,0.3,68.0,1.08,0.0,46.14,0.0,6.7,22.0,0.0,18.0,261.0,0.0,39.0,0.339,2.782,0.0
"Cream puff, no filling or icing",Pan,1 cream puff,27.0,0.67,0.18,13.333333333333334,36.0,274.0,0.0,0.013,0.002,0.068,0.25,159.0,25.9,0.206,0.0,0.309,6.987,119.0,360.0,31.0,2.85,0.075,1.567,75.0,4.0,5.599,0.001,0.73,12.0,22.0,0.001,3.601,0.0,11.128,0.051,0.065,114.4,22.8,0.36,0.0,24.5,171.0,0.39,0.0,0.0,0.017,9.0,0.0,0.8,0.137,7.38,0.0,237.0,1.4,97.0,2.02,0.001,40.5,0.001,24.0,288.0,0.0,53.0,483.0,0.0,0.0,1.904,10.973,0.0
"Sopaipilla, without syrup or honey",Pan,"1 sopaipilla (1 1/2"" x 1 1/2"")",10.0,0.67,0.07,36.7,98.0,0.0,0.0,0.017,0.0,0.032,0.14,0.0,20.18,0.378,0.0,0.377,5.293,89.0,367.0,47.0,1.22,0.032,3.221,88.0,0.0,4.928,0.0,0.38,15.0,8.0,0.0,2.496,0.0,8.036,0.086,0.0,5.3,41.46,0.212,0.0,10.5,0.0,0.0,0.0,0.0,0.0,5.79,0.0,1.4,0.004,5.67,0.0,8.0,0.0,73.0,3.16,0.0,29.38,0.0,8.3,0.0,0.0,55.0,898.0,0.0,0.0,2.218,8.014,0.0
Sopaipilla with syrup or honey,Pan,"1 sopaipilla (1 1/2"" x 1 1/2"")",10.0,0.67,0.07,36.1,75.0,0.0,0.0,0.014,0.0,0.026,20.88,0.0,16.25,0.281,0.0,0.304,4.263,68.0,361.0,35.0,0.98,0.03,2.428,66.0,0.0,3.976,0.0,0.34,12.0,6.0,0.0,2.011,0.0,6.489,0.073,0.0,4.5,51.7,0.167,0.0,8.5,0.0,0.0,0.0,0.0,0.0,4.38,0.0,1.1,0.003,4.567,0.0,6.0,0.0,67.0,2.46,0.0,25.24,0.0,6.4,0.0,0.0,42.0,670.0,0.1,0.0,1.791,6.472,0.0
"Tamale, sweet",Pan,1 tamale,35.0,0.67,0.24,7.4,49.0,0.0,0.0,0.01,0.0,0.019,15.44,2.0,12.57,0.177,0.0,0.231,3.461,60.0,259.0,12.0,0.77,0.112,1.354,26.0,2.0,3.029,0.0,0.49,25.0,5.0,0.0,1.558,0.0,5.02,0.062,0.0,2.3,35.61,0.108,0.0,6.5,0.0,0.0,0.0,0.0,0.0,2.22,0.0,2.3,0.003,3.692,0.0,4.0,0.0,73.0,1.4,0.0,48.45,0.0,2.8,0.0,0.0,17.0,265.0,0.0,0.0,1.336,5.007,0.0
"Pastry, fruit-filled",Pan,1 pastry,78.0,0.67,0.52,5.128205128205129,30.0,8.0,0.0,0.029,0.0,0.022,25.92,162.0,19.61,0.235,0.0,0.329,5.184,83.0,400.0,21.0,1.11,0.114,2.197,46.0,39.0,3.825,0.003,0.74,32.0,9.0,0.0,2.051,0.0,8.689,0.23,0.0,21.9,54.43,0.195,23.0,31.0,18.0,0.04,0.0,0.0,0.0,4.76,0.0,4.0,0.029,5.643,0.0,88.0,0.1,366.0,1.93,0.002,19.84,0.0,5.4,24.0,0.0,31.0,8.0,0.9,0.0,1.599,8.762,0.0
"Pastry, made with bean or lotus seed paste filling, baked",Pan,1 small square moon cake,51.0,0.67,0.35,6.666666666666667,19.0,21.0,0.0,0.015,0.0,0.006,36.49,3.0,4.45,0.315,0.0,0.178,1.625,83.0,340.0,35.0,0.49,0.044,2.313,107.0,2.0,0.841,0.0,0.6,22.0,48.0,0.0,0.61,0.0,1.036,0.093,0.0,42.3,68.1,0.212,0.0,5.4,49.0,0.1,0.0,0.0,0.0,6.99,0.0,2.7,0.031,1.847,0.0,66.0,0.3,125.0,2.56,0.0,19.81,0.0,10.2,22.0,0.0,82.0,87.0,0.2,0.0,0.199,0.985,0.0
"Pastry, made with bean paste and salted egg yolk filling, baked",Pan,1 large square moon cake,204.0,0.67,1.31,1.661764705882353,39.0,81.0,0.0,0.027,0.002,0.022,30.54,18.0,8.61,0.286,0.0,0.166,1.958,136.0,339.0,29.0,1.37,0.093,1.933,108.0,7.0,2.327,0.002,0.89,19.0,59.0,0.002,1.676,0.0,2.861,0.091,0.075,147.0,56.98,0.252,6.0,4.6,226.0,0.35,0.0,0.0,0.019,8.59,0.0,2.2,0.182,2.256,0.0,241.0,1.2,123.0,2.6,0.002,23.75,0.002,18.0,83.0,0.0,87.0,545.0,0.2,0.0,0.577,2.642,0.0
"Pastry, Chinese, made with rice flour",Pan,1 oz,28.35,0.67,0.19,8.536155202821869,19.0,0.0,0.0,0.018,0.0,0.004,19.09,1.0,6.0,0.042,0.0,0.069,2.818,47.0,242.0,0.0,0.97,0.033,0.571,7.0,0.0,0.892,0.0,0.56,19.0,7.0,0.0,0.688,0.0,1.869,0.114,0.0,2.9,45.05,0.003,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.5,0.008,2.885,0.0,0.0,0.0,55.0,0.35,0.0,45.84,0.002,2.8,0.0,0.0,7.0,9.0,0.0,0.0,0.158,1.838,0.0
"Pastry, cookie type, fried",Pan,1 pastry,78.0,0.67,0.55,5.089743589743589,74.0,114.0,0.0,0.122,0.003,0.697,12.88,22.0,25.7,0.285,0.0,0.715,5.806,110.0,397.0,26.0,3.37,0.074,1.895,67.0,3.0,7.131,0.08,0.61,14.0,23.0,0.212,4.034,0.0,9.024,0.059,0.043,61.1,35.48,0.228,3.0,16.2,104.0,0.31,0.0,0.135,0.009,5.97,0.001,1.0,0.23,6.559,0.004,86.0,0.9,127.0,1.82,0.184,32.1,0.002,9.5,117.0,0.0,49.0,67.0,1.0,0.0,1.33,8.612,0.189
"Pastry, Italian, with cheese",Pan,1 pastry,78.0,0.67,0.5,3.423076923076923,146.0,81.0,0.0,0.024,0.003,0.71,13.08,1.0,10.94,0.2,0.0,0.066,1.939,131.0,267.0,22.0,0.92,0.08,1.496,44.0,0.0,5.145,0.077,0.56,22.0,7.0,0.222,2.633,0.0,2.715,0.052,0.013,18.8,35.06,0.3,0.0,0.7,38.0,0.49,1.0,0.123,0.001,7.52,0.001,0.8,0.144,1.989,0.004,18.0,0.2,190.0,1.45,0.188,45.42,0.001,7.5,81.0,0.0,29.0,67.0,0.0,9.0,0.886,2.636,0.155
"Pastry, puff",Pan,1 pastry,78.0,0.67,0.55,7.153846153846154,10.0,0.0,0.0,0.075,0.0,0.039,0.75,0.0,38.5,0.323,0.0,2.588,19.64,60.0,558.0,46.0,0.55,0.019,3.8,87.0,0.0,5.502,0.0,0.54,16.0,9.0,0.0,4.016,0.0,8.828,0.115,0.0,6.2,45.7,0.258,0.0,16.3,0.0,0.0,0.0,0.0,0.0,7.4,0.0,1.5,0.078,22.228,0.0,39.0,0.0,62.0,2.6,0.0,7.4,0.0,24.5,0.0,0.0,55.0,253.0,0.0,0.0,1.438,8.674,0.0
